lat,lon,totnpp,elev,ele_std,air_t,ppt,sand,silt,clay,crop,corn,soybean,forest,other_cover,biome,methods,year,source,type,id
43.25,-91.75,636,343.5,32.5,7.7,788,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,934
43.25,-91.25,629,299.2,55.4,8.1,788,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,935
40.75,-95.75,385,318.4,29.1,9.3,1120,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,936
40.75,-95.25,367,332.1,19.8,8.9,1222,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,937
40.75,-94.75,340,353.7,24,8.6,1315,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,938
40.75,-94.25,289,353.3,22.2,8.7,1352,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,939
40.75,-93.75,306,318.5,21,9,1363,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,940
40.75,-93.25,300,314.6,13.6,9.3,1336,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,941
40.75,-92.75,357,282.3,18.6,9.9,1178,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,942
40.75,-92.25,376,238.3,20.7,10.1,1225,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,943
40.75,-91.75,394,212.5,14.8,10.1,1206,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,944
40.75,-91.25,434,199.5,22.7,9.9,1281,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,945
41.25,-95.75,393,340.8,30.3,8.9,1043,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,946
41.25,-95.25,379,368.7,20.9,8.3,1102,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,947
41.25,-94.75,363,386.3,23,8.2,1185,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,948
41.25,-94.25,347,370.5,25.9,8.3,1221,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,949
41.25,-93.75,336,299.5,24.2,8.8,1261,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,950
41.25,-93.25,366,264.4,21.5,9.1,1107,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,951
41.25,-92.75,397,245.6,21.2,9.6,1073,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,952
41.25,-92.25,401,238.6,17.4,9.6,1050,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,953
41.25,-91.75,407,223.8,15.4,9.9,1293,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,954
41.25,-91.25,429,200.3,22.7,9.7,1311,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,955
41.75,-95.75,445,368.1,37.1,8.2,944,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,956
41.75,-95.25,411,409.5,23.3,7.7,1027,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,957
41.75,-94.75,382,399,30.2,7.8,1082,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,958
41.75,-94.25,403,326.2,25.9,8.3,1136,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,959
41.75,-93.75,416,291,21.1,8.6,1316,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,960
41.75,-93.25,431,274.2,22.4,8.6,1238,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,961
41.75,-92.75,415,279.5,21.1,8.5,1295,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,962
41.75,-92.25,396,263.8,18.4,8.7,1150,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,963
41.75,-91.75,399,241,19.5,9,1266,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,964
41.75,-91.25,436,236,22.9,8.9,1275,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,965
41.75,-90.75,497,231.4,16.6,8.9,1297,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,966
42.25,-96.25,443,357.1,32.9,8,833,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,967
42.25,-95.75,433,396.4,28.2,7.4,905,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,968
42.25,-95.25,401,413.8,19,7.1,967,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,969
42.25,-94.75,366,370.3,19.9,7.6,1030,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,970
42.25,-94.25,367,343.3,10.6,7.7,1185,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,971
42.25,-93.75,355,330.9,21.4,7.8,1217,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,972
42.25,-93.25,377,326.5,21.6,7.9,1172,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,973
42.25,-92.75,396,302.8,16.6,7.8,1294,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,974
42.25,-92.25,393,280.2,16.1,7.9,1189,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,975
42.25,-91.75,405,278.9,23.6,8,1266,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,976
42.25,-91.25,433,286.6,22.3,7.9,1268,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,977
42.25,-90.75,469,269.7,34.3,8,1288,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,978
42.75,-96.25,473,399.4,23.2,7,841,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,979
42.75,-95.75,425,418.2,20.5,6.5,914,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,980
42.75,-95.25,365,415.1,18.6,6.3,970,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,981
42.75,-94.75,325,380.7,15.5,6.7,1050,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,982
42.75,-94.25,335,352.6,7.7,7,1172,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,983
42.75,-93.75,329,359.9,16.3,7.1,1111,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,984
42.75,-93.25,322,356.5,24.2,7.2,1107,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,985
42.75,-92.75,367,305.2,15.9,7.4,1167,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,986
42.75,-92.25,389,311.1,23.1,7.3,1162,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,987
42.75,-91.75,427,333.7,26.2,7.2,1261,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,988
42.75,-91.25,475,299.9,42.9,7.5,1213,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,989
43.25,-96.25,431,423.1,22,6.3,936,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,990
43.25,-95.75,335,451,21.4,5.8,983,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,991
43.25,-95.25,260,435.5,17.2,5.7,1049,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,992
43.25,-94.75,252,407,24.1,5.9,1127,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,993
43.25,-94.25,310,368.7,11.4,6.2,1145,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,994
43.25,-93.75,322,377.5,11.9,6.2,1077,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,995
43.25,-93.25,302,372.2,16.3,6.5,1039,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,996
43.25,-92.75,332,350.8,23.9,6.6,1092,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,997
43.25,-92.25,346,368,21,6.5,1118,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,998
43.25,-91.75,470,343.5,32.5,6.7,1151,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,999
43.25,-91.25,502,299.2,55.4,7.3,1165,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1993,prince,cell,1000
40.75,-95.75,623,318.4,29.1,10.6,621,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1001
40.75,-95.25,593,332.1,19.8,10.1,634,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1002
40.75,-94.75,584,353.7,24,9.7,637,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1003
40.75,-94.25,568,353.3,22.2,9.7,637,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1004
40.75,-93.75,551,318.5,21,10,683,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1005
40.75,-93.25,524,314.6,13.6,10.4,694,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1006
40.75,-92.75,526,282.3,18.6,11.1,765,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1007
40.75,-92.25,558,238.3,20.7,11.2,712,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1008
40.75,-91.75,625,212.5,14.8,11.2,685,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1009
40.75,-91.25,674,199.5,22.7,10.9,805,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1010
41.25,-95.75,665,340.8,30.3,10.2,587,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1011
41.25,-95.25,651,368.7,20.9,9.5,708,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1012
41.25,-94.75,639,386.3,23,9.2,689,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1013
41.25,-94.25,622,370.5,25.9,9.3,708,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1014
41.25,-93.75,607,299.5,24.2,9.7,649,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1015
41.25,-93.25,614,264.4,21.5,10.1,709,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1016
41.25,-92.75,655,245.6,21.2,10.6,765,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1017
41.25,-92.25,666,238.6,17.4,10.6,743,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1018
41.25,-91.75,687,223.8,15.4,10.9,670,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1019
41.25,-91.25,692,200.3,22.7,10.6,671,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1020
41.75,-95.75,649,368.1,37.1,9.4,700,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1021
41.75,-95.25,689,409.5,23.3,8.8,696,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1022
41.75,-94.75,677,399,30.2,8.8,688,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1023
41.75,-94.25,680,326.2,25.9,9.2,737,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1024
41.75,-93.75,702,291,21.1,9.5,755,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1025
41.75,-93.25,702,274.2,22.4,9.5,685,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1026
41.75,-92.75,682,279.5,21.1,9.2,712,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1027
41.75,-92.25,675,263.8,18.4,9.5,689,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1028
41.75,-91.75,684,241,19.5,9.9,722,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1029
41.75,-91.25,720,236,22.9,9.7,712,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1030
41.75,-90.75,760,231.4,16.6,9.6,718,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1031
42.25,-96.25,646,357.1,32.9,9.1,672,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1032
42.25,-95.75,659,396.4,28.2,8.4,667,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1033
42.25,-95.25,698,413.8,19,8.1,694,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1034
42.25,-94.75,715,370.3,19.9,8.7,706,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1035
42.25,-94.25,707,343.3,10.6,8.7,733,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1036
42.25,-93.75,709,330.9,21.4,8.8,763,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1037
42.25,-93.25,704,326.5,21.6,8.7,754,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1038
42.25,-92.75,675,302.8,16.6,8.5,804,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1039
42.25,-92.25,671,280.2,16.1,8.5,738,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1040
42.25,-91.75,692,278.9,23.6,8.8,753,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1041
42.25,-91.25,731,286.6,22.3,8.7,769,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1042
42.25,-90.75,700,269.7,34.3,8.6,752,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1043
42.75,-96.25,683,399.4,23.2,8.1,619,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1044
42.75,-95.75,666,418.2,20.5,7.5,665,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1045
42.75,-95.25,681,415.1,18.6,7.1,683,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1046
42.75,-94.75,685,380.7,15.5,7.8,730,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1047
42.75,-94.25,689,352.6,7.7,8.1,799,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1048
42.75,-93.75,671,359.9,16.3,8.2,746,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1049
42.75,-93.25,669,356.5,24.2,8.2,767,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1050
42.75,-92.75,649,305.2,15.9,8.4,808,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1051
42.75,-92.25,690,311.1,23.1,8.1,765,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1052
42.75,-91.75,696,333.7,26.2,8,828,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1053
42.75,-91.25,722,299.9,42.9,8.3,783,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1054
43.25,-96.25,705,423.1,22,7.6,575,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1055
43.25,-95.75,650,451,21.4,6.8,633,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1056
43.25,-95.25,642,435.5,17.2,6.7,689,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1057
43.25,-94.75,653,407,24.1,7,782,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1058
43.25,-94.25,667,368.7,11.4,7.5,778,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1059
43.25,-93.75,665,377.5,11.9,7.5,793,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1060
43.25,-93.25,652,372.2,16.3,7.7,791,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1061
43.25,-92.75,643,350.8,23.9,7.8,811,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1062
43.25,-92.25,644,368,21,7.7,812,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1063
43.25,-91.75,670,343.5,32.5,7.7,839,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1064
43.25,-91.25,663,299.2,55.4,8.3,740,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1994,prince,cell,1065
40.75,-95.75,446,318.4,29.1,10.3,510,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1066
40.75,-95.25,398,332.1,19.8,9.7,656,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1067
40.75,-94.75,340,353.7,24,9.2,749,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1068
40.75,-94.25,349,353.3,22.2,9.2,891,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1069
40.75,-93.75,382,318.5,21,9.5,934,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1070
40.75,-93.25,381,314.6,13.6,9.9,974,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1071
40.75,-92.75,407,282.3,18.6,10.7,991,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1072
40.75,-92.25,415,238.3,20.7,10.8,971,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1073
40.75,-91.75,466,212.5,14.8,10.7,963,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1074
40.75,-91.25,500,199.5,22.7,10.4,966,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1075
41.25,-95.75,482,340.8,30.3,10,292,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1076
41.25,-95.25,464,368.7,20.9,9.2,544,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1077
41.25,-94.75,433,386.3,23,8.8,651,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1078
41.25,-94.25,412,370.5,25.9,8.9,732,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1079
41.25,-93.75,435,299.5,24.2,9.3,850,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1080
41.25,-93.25,453,264.4,21.5,9.7,885,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1081
41.25,-92.75,493,245.6,21.2,10.2,887,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1082
41.25,-92.25,477,238.6,17.4,10.3,853,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1083
41.25,-91.75,489,223.8,15.4,10.6,828,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1084
41.25,-91.25,524,200.3,22.7,10.3,843,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1085
41.75,-95.75,493,368.1,37.1,9.2,564,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1086
41.75,-95.25,549,409.5,23.3,8.5,646,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1087
41.75,-94.75,555,399,30.2,8.4,709,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1088
41.75,-94.25,581,326.2,25.9,8.9,798,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1089
41.75,-93.75,618,291,21.1,9.2,828,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1090
41.75,-93.25,614,274.2,22.4,9.2,813,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1091
41.75,-92.75,573,279.5,21.1,9.1,823,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1092
41.75,-92.25,526,263.8,18.4,9.4,837,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1093
41.75,-91.75,513,241,19.5,9.8,821,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1094
41.75,-91.25,563,236,22.9,9.6,808,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1095
41.75,-90.75,626,231.4,16.6,9.5,829,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1096
42.25,-96.25,478,357.1,32.9,9.1,566,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1097
42.25,-95.75,506,396.4,28.2,8.2,645,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1098
42.25,-95.25,565,413.8,19,7.7,747,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1099
42.25,-94.75,598,370.3,19.9,8.3,862,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1100
42.25,-94.25,627,343.3,10.6,8.4,876,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1101
42.25,-93.75,639,330.9,21.4,8.6,854,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1102
42.25,-93.25,646,326.5,21.6,8.6,832,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1103
42.25,-92.75,610,302.8,16.6,8.5,831,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1104
42.25,-92.25,574,280.2,16.1,8.6,837,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1105
42.25,-91.75,548,278.9,23.6,8.8,824,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1106
42.25,-91.25,594,286.6,22.3,8.7,823,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1107
42.25,-90.75,604,269.7,34.3,8.7,841,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1108
42.75,-96.25,554,399.4,23.2,8.2,616,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1109
42.75,-95.75,571,418.2,20.5,7.3,769,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1110
42.75,-95.25,599,415.1,18.6,6.8,843,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1111
42.75,-94.75,599,380.7,15.5,7.5,829,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1112
42.75,-94.25,616,352.6,7.7,7.9,847,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1113
42.75,-93.75,607,359.9,16.3,8.1,846,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1114
42.75,-93.25,608,356.5,24.2,8.2,836,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1115
42.75,-92.75,596,305.2,15.9,8.4,830,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1116
42.75,-92.25,614,311.1,23.1,8.2,831,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1117
42.75,-91.75,618,333.7,26.2,8.1,814,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1118
42.75,-91.25,629,299.9,42.9,8.5,788,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1119
43.25,-96.25,578,423.1,22,7.6,770,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1120
43.25,-95.75,570,451,21.4,6.8,787,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1121
43.25,-95.25,561,435.5,17.2,6.6,792,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1122
43.25,-94.75,562,407,24.1,6.9,784,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1123
43.25,-94.25,586,368.7,11.4,7.5,790,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1124
43.25,-93.75,582,377.5,11.9,7.6,796,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1125
43.25,-93.25,590,372.2,16.3,7.8,804,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1126
43.25,-92.75,601,350.8,23.9,7.9,808,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1127
43.25,-92.25,595,368,21,7.7,803,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1995,prince,cell,1128
